Date,Open,High,Low,Close,Adj Close,Volume
2021/12/12,49354.85547,50724.86719,48725.85156,50098.33594,50098.33594,21939223599
2021/12/13,50114.74219,50205,45894.84766,46737.48047,46737.48047,32166727776
2021/12/14,46709.82422,48431.39844,46424.49609,46612.63281,46612.63281,34638619079
2021/12/15,48379.75391,49473.95703,46671.96484,48896.72266,48896.72266,36541828520
2021/12/16,48900.46484,49425.57422,47529.87891,47665.42578,47665.42578,27268150947
2021/12/17,47653.73047,48004.89453,45618.21484,46202.14453,46202.14453,32902725329
2021/12/18,46219.25391,47313.82813,45598.44141,46848.77734,46848.77734,26098292690
2021/12/19,46853.86719,48089.66406,46502.95313,46707.01563,46707.01563,25154053861
2021/12/20,46707.0625,47401.71875,45579.80859,46880.27734,46880.27734,30961902129
2021/12/21,46886.07813,49300.91797,46698.77344,48936.61328,48936.61328,27055803928
2021/12/22,48937.09766,49544.79688,48450.94141,48628.51172,48628.51172,24447979559
2021/12/23,48626.34375,51332.33984,48065.83594,50784.53906,50784.53906,28223878108
2021/12/24,50806.05078,51814.02734,50514.49609,50822.19531,50822.19531,24367912228
2021/12/25,50854.91797,51176.59766,50236.70703,50429.85938,50429.85938,19030650914
2021/12/26,50428.69141,51196.37891,49623.10547,50809.51563,50809.51563,20964372926
2021/12/27,50802.60938,51956.32813,50499.46875,50640.41797,50640.41797,24324345758
2021/12/28,50679.85938,50679.85938,47414.21094,47588.85547,47588.85547,33430376883
2021/12/29,47623.87109,48119.74219,46201.49609,46444.71094,46444.71094,30049226299
2021/12/30,46490.60547,47879.96484,46060.3125,47178.125,47178.125,26686491018
2021/12/31,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400
2022/1/1,46311.74609,47827.3125,46288.48438,47686.8125,47686.8125,24582667004
2022/1/2,47680.92578,47881.40625,46856.9375,47345.21875,47345.21875,27951569547
2022/1/3,47343.54297,47510.72656,45835.96484,46458.11719,46458.11719,33071628362
2022/1/4,46458.85156,47406.54688,45752.46484,45897.57422,45897.57422,42494677905
2022/1/5,45899.35938,46929.04688,42798.22266,43569.00391,43569.00391,36851084859
2022/1/6,43565.51172,43748.71875,42645.53906,43160.92969,43160.92969,30208048289
2022/1/7,43153.57031,43153.57031,41077.44531,41557.90234,41557.90234,84196607520
2022/1/8,41561.46484,42228.94141,40672.27734,41733.94141,41733.94141,28066355845
2022/1/9,41734.72656,42663.94922,41338.16016,41911.60156,41911.60156,21294384372
2022/1/10,41910.23047,42199.48438,39796.57031,41821.26172,41821.26172,32104232331
2022/1/11,41819.50781,43001.15625,41407.75391,42735.85547,42735.85547,26327648900
2022/1/12,42742.17969,44135.36719,42528.98828,43949.10156,43949.10156,33499938689
2022/1/13,43946.74219,44278.42188,42447.04297,42591.57031,42591.57031,47691135082
2022/1/14,42598.87109,43346.6875,41982.61719,43099.69922,43099.69922,23577403399
2022/1/15,43101.89844,43724.67188,42669.03516,43177.39844,43177.39844,18371348298
2022/1/16,43172.03906,43436.80859,42691.02344,43113.87891,43113.87891,17902097845
2022/1/17,43118.12109,43179.39063,41680.32031,42250.55078,42250.55078,21690904261
2022/1/18,42250.07422,42534.40234,41392.21484,42375.63281,42375.63281,22417209227
2022/1/19,42374.03906,42478.30469,41242.91406,41744.32813,41744.32813,23091543258
2022/1/20,41744.02734,43413.02344,40672.82422,40680.41797,40680.41797,20382033940
2022/1/21,40699.60547,41060.52734,35791.42578,36457.31641,36457.31641,43011992031
2022/1/22,36471.58984,36688.8125,34349.25,35030.25,35030.25,39714385405
2022/1/23,35047.35938,36433.3125,34784.96875,36276.80469,36276.80469,26017975951
2022/1/24,36275.73438,37247.51953,33184.05859,36654.32813,36654.32813,41856658597
2022/1/25,36654.80469,37444.57031,35779.42969,36954.00391,36954.00391,26428189594
2022/1/26,36950.51563,38825.41016,36374.90625,36852.12109,36852.12109,31324598034
2022/1/27,36841.87891,37148.32422,35629.28125,37138.23438,37138.23438,25041426629
2022/1/28,37128.44531,37952.87891,36211.10938,37784.33203,37784.33203,22238830523
2022/1/29,37780.71484,38576.26172,37406.47266,38138.17969,38138.17969,17194183075
2022/1/30,38151.91797,38266.33984,37437.71094,37917.60156,37917.60156,14643548444
2022/1/31,37920.28125,38647.26172,36733.57422,38483.125,38483.125,20734730465
2022/2/1,38481.76563,39115.13281,38113.66406,38743.27344,38743.27344,20288500328
2022/2/2,38743.71484,38834.61719,36832.73047,36952.98438,36952.98438,19155189416
2022/2/3,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769
2022/2/4,37149.26563,41527.78516,37093.62891,41500.875,41500.875,29412210792
2022/2/5,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215
2022/2/6,41441.12109,42500.78516,41244.90625,42412.43359,42412.43359,16142097334
2022/2/7,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926
2022/2/8,43854.65234,45293.86719,42807.83594,44118.44531,44118.44531,33079398868
2022/2/9,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300
2022/2/10,44347.80078,45661.17188,43402.80859,43565.11328,43565.11328,32142048537
2022/2/11,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781
2022/2/12,42412.30078,42992.55078,41852.57422,42244.46875,42244.46875,18152390304
2022/2/13,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015
2022/2/14,42157.39844,42775.77734,41681.95703,42586.91797,42586.91797,20827783012
2022/2/15,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051
2022/2/16,44578.27734,44578.27734,43456.69141,43961.85938,43961.85938,19792547657
2022/2/17,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813
2022/2/18,40552.13281,40929.15234,39637.61719,40030.97656,40030.97656,23310007704
2022/2/19,40026.02344,40418.87891,39713.05859,40122.15625,40122.15625,13736557863
2022/2/20,40118.10156,40119.89063,38112.8125,38431.37891,38431.37891,18340576452
2022/2/21,38423.21094,39394.4375,36950.47656,37075.28125,37075.28125,29280402798
2022/2/22,37068.76953,38359.85547,36488.93359,38286.02734,38286.02734,25493150450
2022/2/23,38285.28125,39122.39453,37201.81641,37296.57031,37296.57031,21849073843
2022/2/24,37278.56641,38968.83984,34459.21875,38332.60938,38332.60938,46383802093
2022/2/25,38333.74609,39630.32422,38111.34375,39214.21875,39214.21875,26545599159
2022/2/26,39213.08203,40005.34766,38702.53516,39105.14844,39105.14844,17467554129
2022/2/27,39098.69922,39778.94141,37268.97656,37709.78516,37709.78516,23450127612
2022/2/28,37706,43760.45703,37518.21484,43193.23438,43193.23438,35690014104
2022/3/1,43194.50391,44793.60156,42952.58594,44354.63672,44354.63672,32479047645
2022/3/2,44357.61719,45077.57813,43432.85156,43924.11719,43924.11719,29183112630
2022/3/3,43925.19531,44021.57813,41914.75,42451.78906,42451.78906,24967782593
2022/3/4,42458.14063,42479.61328,38805.84766,39137.60547,39137.60547,28516271427
2022/3/5,39148.44922,39566.33594,38777.03516,39400.58594,39400.58594,16975917450
2022/3/6,39404.19922,39640.17578,38211.64844,38419.98438,38419.98438,19745229902
2022/3/7,38429.30469,39430.22656,37260.20313,38062.03906,38062.03906,28546143503
2022/3/8,38059.90234,39304.44141,37957.38672,38737.26953,38737.26953,25776583476
2022/3/9,38742.81641,42465.67188,38706.09375,41982.92578,41982.92578,32284121034
2022/3/10,41974.07031,42004.72656,38832.94141,39437.46094,39437.46094,31078064711
2022/3/11,39439.96875,40081.67969,38347.43359,38794.97266,38794.97266,26364890465
2022/3/12,38794.46484,39308.59766,38772.53516,38904.01172,38904.01172,14616450657
2022/3/13,38884.72656,39209.35156,37728.14453,37849.66406,37849.66406,17300745310
2022/3/14,37846.31641,39742.5,37680.73438,39666.75391,39666.75391,24322159070
2022/3/15,39664.25,39794.62891,38310.21094,39338.78516,39338.78516,23934000868
2022/3/16,39335.57031,41465.45313,39022.34766,41143.92969,41143.92969,39616916192
2022/3/17,41140.84375,41287.53516,40662.87109,40951.37891,40951.37891,22009601093
2022/3/18,40944.83984,42195.74609,40302.39844,41801.15625,41801.15625,34421564942
2022/3/19,41794.64844,42316.55469,41602.66797,42190.65234,42190.65234,19664853187
2022/3/20,42191.40625,42241.16406,41004.75781,41247.82422,41247.82422,20127946682
2022/3/21,41246.13281,41454.41016,40668.04297,41077.99609,41077.99609,24615543271
2022/3/22,41074.10547,43124.70703,40948.28125,42358.80859,42358.80859,32004652376
2022/3/23,42364.37891,42893.50781,41877.50781,42892.95703,42892.95703,25242943069
2022/3/24,42886.65234,44131.85547,42726.16406,43960.93359,43960.93359,31042992291
2022/3/25,43964.54688,44999.49219,43706.28516,44348.73047,44348.73047,30574413034
2022/3/26,44349.85938,44735.99609,44166.27344,44500.82813,44500.82813,16950455995
2022/3/27,44505.35547,46827.54688,44437.29297,46820.49219,46820.49219,28160889722
2022/3/28,46821.85156,48086.83594,46690.20313,47128.00391,47128.00391,36362175703
2022/3/29,47100.4375,48022.28906,47100.4375,47465.73047,47465.73047,31397059069
2022/3/30,47456.89844,47655.14844,46746.21094,47062.66406,47062.66406,29333883962
2022/3/31,47062.14844,47512.02734,45390.53906,45538.67578,45538.67578,33327427106
2022/4/1,45554.16406,46616.24219,44403.14063,46281.64453,46281.64453,38162644287
2022/4/2,46285.5,47028.28125,45782.51172,45868.94922,45868.94922,29336594194
2022/4/3,45859.12891,47313.47656,45634.10547,46453.56641,46453.56641,25414397610
2022/4/4,46445.27344,46791.08984,45235.81641,46622.67578,46622.67578,32499785455
2022/4/5,46624.50781,47106.14063,45544.80859,45555.99219,45555.99219,29640604055
2022/4/6,45544.35547,45544.35547,43193.95313,43206.73828,43206.73828,39393395788
2022/4/7,43207.5,43860.69922,42899.90625,43503.84766,43503.84766,26101973106
2022/4/8,43505.13672,43903.01953,42183.28906,42287.66406,42287.66406,27215995394
2022/4/9,42282.07813,42786.81641,42183.25391,42782.13672,42782.13672,16050772496
2022/4/10,42781.08984,43376.37891,42021.20703,42207.67188,42207.67188,17654475582
2022/4/11,42201.03906,42424.58984,39373.05859,39521.90234,39521.90234,33949912166
2022/4/12,39533.71484,40617.58594,39388.32813,40127.18359,40127.18359,30991500854
2022/4/13,40123.57031,41430.05469,39712.74609,41166.73047,41166.73047,27691105228
2022/4/14,41160.21875,41451.48047,39695.74609,39935.51563,39935.51563,24342001973
2022/4/15,39939.40234,40617.72266,39866.83203,40553.46484,40553.46484,21756855753
2022/4/16,40552.31641,40633.67969,40078.42578,40424.48438,40424.48438,16833150693
2022/4/17,40417.77734,40570.72656,39620.89453,39716.95313,39716.95313,19087633042
2022/4/18,39721.20313,40986.32031,38696.19141,40826.21484,40826.21484,33705182072
2022/4/19,40828.17578,41672.96094,40618.63281,41502.75,41502.75,25303206547
2022/4/20,41501.74609,42126.30078,40961.09766,41374.37891,41374.37891,27819532341
2022/4/21,41371.51563,42893.58203,40063.82813,40527.36328,40527.36328,35372786395
2022/4/22,40525.86328,40777.75781,39315.41797,39740.32031,39740.32031,28011716745
2022/4/23,39738.72266,39935.85938,39352.20313,39486.73047,39486.73047,16138021249
2022/4/24,39478.375,39845.92578,39233.53906,39469.29297,39469.29297,17964398167
2022/4/25,39472.60547,40491.75391,38338.37891,40458.30859,40458.30859,35445730570
2022/4/26,40448.42188,40713.89063,37884.98438,38117.46094,38117.46094,34569088416
2022/4/27,38120.30078,39397.91797,37997.3125,39241.12109,39241.12109,30981015184
2022/4/28,39241.42969,40269.46484,38941.42188,39773.82813,39773.82813,33903704907
2022/4/29,39768.61719,39887.26953,38235.53516,38609.82422,38609.82422,30882994649
2022/4/30,38605.85938,38771.21094,37697.94141,37714.875,37714.875,23895713731
2022/5/1,37713.26563,38627.85938,37585.78906,38469.09375,38469.09375,27002760110
2022/5/2,38472.1875,39074.97266,38156.5625,38529.32813,38529.32813,32922642426
2022/5/3,38528.10938,38629.99609,37585.62109,37750.45313,37750.45313,27326943244
2022/5/4,37748.01172,39902.94922,37732.05859,39698.37109,39698.37109,36754404490
2022/5/5,39695.74609,39789.28125,35856.51563,36575.14063,36575.14063,43106256317
2022/5/6,36573.18359,36624.35938,35482.13281,36040.92188,36040.92188,37795577489
2022/5/7,36042.50391,36129.92578,34940.82422,35501.95313,35501.95313,24375896406
2022/5/8,35502.94141,35502.94141,33878.96484,34059.26563,34059.26563,36763041910
2022/5/9,34060.01563,34222.07422,30296.95313,30296.95313,30296.95313,63355494961
2022/5/10,30273.6543,32596.30859,29944.80273,31022.90625,31022.90625,59811038817
2022/5/11,31016.18359,32013.40234,28170.41406,28936.35547,28936.35547,70388855818
2022/5/12,28936.73438,30032.43945,26350.49023,29047.75195,29047.75195,66989173272
2022/5/13,29030.91016,30924.80273,28782.33008,29283.10352,29283.10352,42841124537
2022/5/14,29285.64258,30192.80273,28702.91016,30101.26563,30101.26563,28579868620
2022/5/15,30098.58594,31308.19141,29527.74023,31305.11328,31305.11328,25835372065
2022/5/16,31304.375,31305.3418,29251.88477,29862.91797,29862.91797,32613897286
2022/5/17,29862.4082,30694.49023,29570.30273,30425.85742,30425.85742,29101473475
2022/5/18,30424.47852,30618.7168,28720.27148,28720.27148,28720.27148,31285268319
2022/5/19,28720.35938,30430.75195,28708.95508,30314.33398,30314.33398,33773447707
2022/5/20,30311.11914,30664.97656,28793.60547,29200.74023,29200.74023,30749382605
2022/5/21,29199.85938,29588.86914,29027.39453,29432.22656,29432.22656,17274840442
2022/5/22,29432.47266,30425.86133,29275.18359,30323.72266,30323.72266,21631532270
2022/5/23,30309.39648,30590.58594,28975.56055,29098.91016,29098.91016,31483454557
2022/5/24,29101.125,29774.35547,28786.58984,29655.58594,29655.58594,26616506245
2022/5/25,29653.13477,30157.78516,29384.94922,29562.36133,29562.36133,27525063551
2022/5/26,29564.77734,29834.16016,28261.90625,29267.22461,29267.22461,36774325352
2022/5/27,29251.14063,29346.94336,28326.61328,28627.57422,28627.57422,36582005748
2022/5/28,28622.625,28814.90039,28554.56641,28814.90039,28814.90039,35519577634
2022/5/29,29019.86719,29498.00977,28841.10742,29445.95703,29445.95703,18093886409
2022/5/30,29443.36523,31949.63086,29303.57227,31726.39063,31726.39063,39277993274
2022/5/31,31723.86523,32249.86328,31286.1543,31792.31055,31792.31055,33538210634
2022/6/1,31792.55469,31957.28516,29501.58789,29799.08008,29799.08008,41135817341
2022/6/2,29794.89063,30604.73438,29652.70508,30467.48828,30467.48828,29083562061
2022/6/3,30467.80664,30633.03516,29375.68945,29704.39063,29704.39063,26175547452
2022/6/4,29706.13867,29930.56445,29500.00586,29832.91406,29832.91406,16588370958
2022/6/5,29835.11719,30117.74414,29574.44922,29906.66211,29906.66211,17264085441
2022/6/6,29910.2832,31693.29102,29894.1875,31370.67188,31370.67188,31947336829
2022/6/7,31371.74219,31489.68359,29311.68359,31155.47852,31155.47852,40770974039
2022/6/8,31151.48047,31253.69141,29944.4043,30214.35547,30214.35547,30242059107
2022/6/9,30215.2793,30609.31055,30020.26563,30111.99805,30111.99805,21692004719
2022/6/10,30110.33008,30245.80859,28978.14648,29083.80469,29083.80469,29867476527
2022/6/11,29084.66602,29401.91602,28236.21289,28360.81055,28360.81055,27246574439
2022/6/12,28373.51367,28502.68555,26762.64844,26762.64844,26762.64844,34163220274
2022/6/13,26737.57813,26795.58984,22141.25781,22487.38867,22487.38867,68204556440
2022/6/14,22487.98633,23018.95117,20950.81836,22206.79297,22206.79297,50913575242
2022/6/15,22196.73047,22642.67188,20178.37695,22572.83984,22572.83984,54912007015
2022/6/16,22576.30469,22868.92188,20265.22656,20381.65039,20381.65039,31183975654
2022/6/17,20385.71875,21243.3125,20326.51953,20471.48242,20471.48242,27132421514
2022/6/18,20473.42578,20736.04102,17708.62305,19017.64258,19017.64258,42009436760
2022/6/19,19010.90234,20683.82227,18067.15234,20553.27148,20553.27148,35329942625
2022/6/20,20553.37109,20913.32227,19689.16992,20599.53711,20599.53711,30818458597
2022/6/21,20594.29492,21620.62891,20415.0625,20710.59766,20710.59766,28970212744
2022/6/22,20719.41406,20835.75,19848.07813,19987.0293,19987.0293,28574793478
2022/6/23,19986.60742,21135.76172,19950.11719,21085.87695,21085.87695,26188097173
2022/6/24,21084.64844,21472.91797,20777.51172,21231.65625,21231.65625,24957784918
2022/6/25,21233.60938,21520.91406,20964.58594,21502.33789,21502.33789,18372538715
2022/6/26,21496.49414,21783.72461,21016.26953,21027.29492,21027.29492,18027170497
2022/6/27,21028.23828,21478.08984,20620.19922,20735.47852,20735.47852,20965695707
2022/6/28,20731.54492,21164.42383,20228.8125,20280.63477,20280.63477,21381535161
2022/6/29,20281.16992,20364.15625,19937.79102,20104.02344,20104.02344,23552740328
2022/6/30,20108.3125,20141.16016,18729.65625,19784.72656,19784.72656,26267239923
2022/7/1,19820.4707,20632.67188,19073.70898,19269.36719,19269.36719,30767551159
2022/7/2,19274.83594,19371.74805,19027.08203,19242.25586,19242.25586,18100418740
2022/7/3,19242.0957,19558.26953,18966.95117,19297.07617,19297.07617,16390821947
2022/7/4,19297.31445,20258.74805,19063.06641,20231.26172,20231.26172,21594638208
2022/7/5,20225.35352,20635.4668,19341.23242,20190.11523,20190.11523,26715546990
2022/7/6,20194.61914,20595.5293,19823.51172,20548.24609,20548.24609,24598943708
2022/7/7,20547.81445,21771.81641,20296.10352,21637.58789,21637.58789,25814972520
2022/7/8,21637.1543,22314.94141,21257.45313,21731.11719,21731.11719,49899834488
2022/7/9,21716.82813,21877.13867,21445.95703,21592.20703,21592.20703,29641127858
2022/7/10,21591.08008,21591.08008,20727.12305,20860.44922,20860.44922,28688807249
2022/7/11,20856.35352,20856.35352,19924.53906,19970.55664,19970.55664,24150249025
2022/7/12,19970.47461,20043.44531,19308.53125,19323.91406,19323.91406,25810220018
2022/7/13,19325.97266,20223.05273,18999.95313,20212.07422,20212.07422,33042430345
2022/7/14,20211.4668,20789.89453,19689.25781,20569.91992,20569.91992,31158743333
2022/7/15,20573.15625,21138.24414,20397,20836.32813,20836.32813,25905575359
2022/7/16,20834.10352,21514.4043,20518.89844,21190.31641,21190.31641,24302954056
2022/7/17,21195.04102,21600.64063,20778.17969,20779.34375,20779.34375,22927802083
2022/7/18,20781.91211,22633.0332,20781.91211,22485.68945,22485.68945,39974475562
2022/7/19,22467.84961,23666.96289,21683.40625,23389.43359,23389.43359,48765202697
2022/7/20,23393.19141,24196.81836,23009.94922,23231.73242,23231.73242,42932549127
2022/7/21,23233.20117,23388.32227,22431.14844,23164.62891,23164.62891,33631012204
2022/7/22,23163.75195,23671.92773,22603.41602,22714.97852,22714.97852,31421555646
2022/7/23,22706.98438,22977.21094,22002.91016,22465.47852,22465.47852,24021799169
2022/7/24,22465.50977,22974.00195,22306.83984,22609.16406,22609.16406,23565495303
2022/7/25,22607.15625,22649.12109,21361.64258,21361.70117,21361.70117,35574561406
2022/7/26,21361.12109,21361.12109,20776.81641,21239.75391,21239.75391,28624673855
2022/7/27,21244.16992,22986.5293,21070.80664,22930.54883,22930.54883,31758955233
2022/7/28,22933.64063,24110.4707,22722.26563,23843.88672,23843.88672,40212386158
2022/7/29,23845.21289,24294.78711,23481.17383,23804.63281,23804.63281,35887249746
2022/7/30,23796.81836,24572.58008,23580.50781,23656.20703,23656.20703,28148218301
2022/7/31,23652.07031,24121.64258,23275.70313,23336.89648,23336.89648,23553591896
2022/8/1,23336.71875,23464.78711,22890.79688,23314.19922,23314.19922,25849159141
2022/8/2,23308.43359,23415.04102,22710.08398,22978.11719,22978.11719,28389250717
2022/8/3,22981.30273,23578.65039,22747.83594,22846.50781,22846.50781,26288169966
2022/8/4,22848.21484,23198.00977,22485.70117,22630.95703,22630.95703,25120229769
2022/8/5,22626.83398,23422.82813,22612.17773,23289.31445,23289.31445,28881249043
2022/8/6,23291.42383,23326.5625,22961.2793,22961.2793,22961.2793,15978259885
2022/8/7,22963.50586,23359.00977,22894.55664,23175.89063,23175.89063,15886817043
2022/8/8,23179.52734,24203.68945,23176.54688,23809.48633,23809.48633,28575544847
2022/8/9,23811.48438,23898.61523,22982,23164.31836,23164.31836,23555719219
2022/8/10,23162.89844,24127.41406,22771.51953,23947.64258,23947.64258,32837431722
2022/8/11,23948.3457,24822.62891,23900.99609,23957.5293,23957.5293,37127036580
2022/8/12,23957.20313,24412.56641,23657.26563,24402.81836,24402.81836,27265804688
2022/8/13,24402.1875,24860.05078,24346.11523,24424.06836,24424.06836,22987346289
2022/8/14,24429.05664,24974.91406,24206.25977,24319.33398,24319.33398,22994133555
2022/8/15,24318.31641,25135.58984,23839.77539,24136.97266,24136.97266,35123501685
2022/8/16,24126.13672,24228.41602,23733.5,23883.29102,23883.29102,27753685646
2022/8/17,23881.31641,24407.05859,23243.35352,23335.99805,23335.99805,30931623076
2022/8/18,23341.03906,23563.83203,23177.60156,23212.73828,23212.73828,23747613147
2022/8/19,23213.3125,23213.3125,20868.84766,20877.55273,20877.55273,40509610260
2022/8/20,20872.8418,21350.80664,20856.73047,21166.06055,21166.06055,27595671000
2022/8/21,21160.39258,21668.8457,21103.19727,21534.12109,21534.12109,23102307723
2022/8/22,21531.46289,21531.46289,20939.18359,21398.9082,21398.9082,31666498758
2022/8/23,21401.04492,21646.20313,20955.13867,21528.08789,21528.08789,31878280659
2022/8/24,21526.45508,21783.07617,21195.00586,21395.01953,21395.01953,31962253368
2022/8/25,21395.45898,21789.63672,21362.44141,21600.9043,21600.9043,31028679593
2022/8/26,21596.08594,21804.9082,20199.48242,20260.01953,20260.01953,42326789564
2022/8/27,20262.48047,20340.77539,19890.52344,20041.73828,20041.73828,30116729776
2022/8/28,20041.03516,20139.05469,19616.81445,19616.81445,19616.81445,24366810591
2022/8/29,19615.1543,20357.46289,19600.78516,20297.99414,20297.99414,32637854078
2022/8/30,20298.61133,20542.64453,19617.64063,19796.80859,19796.80859,34483360283
2022/8/31,19799.58203,20420.99023,19799.58203,20049.76367,20049.76367,33225232872
2022/9/1,20050.49805,20198.39063,19653.96875,20127.14063,20127.14063,30182031010
2022/9/2,20126.07227,20401.56836,19814.76563,19969.77148,19969.77148,29123998928
2022/9/3,19969.71875,20037.00977,19698.35547,19832.08789,19832.08789,23613051457
2022/9/4,19832.4707,19999.68945,19636.81641,19986.71289,19986.71289,25245861652
2022/9/5,19988.78906,20031.16016,19673.04688,19812.37109,19812.37109,28813460025
2022/9/6,19817.72461,20155.26953,18800.17188,18837.66797,18837.66797,43403978910
2022/9/7,18837.68359,19427.17188,18644.4668,19290.32422,19290.32422,35239757134
2022/9/8,19289.94141,19417.35156,19076.71484,19329.83398,19329.83398,32194477850
2022/9/9,19328.14063,21439.41016,19310.96289,21381.15234,21381.15234,48469528171
2022/9/10,21376.91211,21760.27539,21168.72266,21680.53906,21680.53906,36913738894
2022/9/11,21678.54297,21770.55273,21406.94531,21769.25586,21769.25586,34493951963
2022/9/12,21770.14844,22439.18164,21603.89648,22370.44922,22370.44922,50212088965
2022/9/13,22371.48047,22673.82031,20062.66992,20296.70703,20296.70703,51091116622
2022/9/14,20184.55469,20467.20117,19793.39648,20241.08984,20241.08984,37872380889
2022/9/15,20242.28906,20318.16602,19636.73438,19701.21094,19701.21094,36389011503
2022/9/16,19704.00586,19870.62891,19400.07617,19772.58398,19772.58398,30123362273
2022/9/17,19777.0332,20162.53125,19777.0332,20127.57617,20127.57617,24957448100
2022/9/18,20127.23438,20127.23438,19387.49219,19419.50586,19419.50586,31254779144
2022/9/19,19418.57227,19639.48047,18390.31836,19544.12891,19544.12891,40177002624
2022/9/20,19545.5918,19602.45703,18813.45508,18890.78906,18890.78906,36791346508
2022/9/21,18891.2832,19674.63086,18290.31445,18547.40039,18547.40039,46363793975
